ts,node_id,soil_moisture,air_temp,air_humidity,pressure,light_lux,irrigation_alarm,packed
2026-01-01 00:00:00,1,47.00343609254056,22.47331014142166,62.52283837339175,1004.395898517658,721.5438617683046,0,66564626412731872
2026-01-01 00:01:00,1,41.47100203970946,21.81282395480665,57.32386209534084,1004.2133360032893,785.6017618643588,0,72475592222560680
2026-01-01 00:02:00,1,43.214675995775316,21.780215610889464,57.75668307741162,1005.6702730715148,685.3063287801783,0,63222166796094906
2026-01-01 00:03:00,1,45.56643795151054,20.9688175093676,59.730641601925065,1004.3993169446763,994.3179011540971,0,91721452397500882
2026-01-01 00:04:00,1,47.541152154356794,24.223665194048248,61.45130226566157,1006.4089394874551,913.1535576757685,0,84227269225115110
2026-01-01 00:05:00,1,49.27535609840115,21.233323636482055,61.83675615305468,1004.5786028624219,343.63157789255985,0,31696920100448760
2026-01-01 00:06:00,1,46.04346440892011,21.81077617596155,62.953336849873274,1004.7881762375681,97.14647976501556,0,8967826493657559
2026-01-01 00:07:00,1,43.66920886411293,21.964837318511588,63.2816320163588,1003.519098158136,164.30312402017023,0,15160220153010622
2026-01-01 00:08:00,1,51.19455655018825,21.553265868585544,61.23151616081524,1006.7118688476206,43.39669443408434,0,4006913743240715
2026-01-01 00:09:00,1,41.1638730911087,22.07586622025103,60.511563325810464,1003.6653048804267,138.009568258896,0,12732504862613925
2026-01-01 00:10:00,1,45.01883178487309,22.7221830091227,60.4093180167896,1005.3650423957419,461.1193422864347,0,42533741032115660
2026-01-01 00:11:00,1,48.8139231508956,20.29306802811433,63.89060309107281,1005.2138168699196,670.2604203336357,0,61849954941890035
2026-01-01 00:12:00,1,51.07655124655525,20.796474304864045,57.08952911044616,1005.3256944697895,659.9245188671674,0,60864798821158410
2026-01-01 00:13:00,1,46.07840131199435,23.387489493366566,60.79408793105842,1004.5678463029651,687.2420375766886,0,63398039329454551
2026-01-01 00:14:00,1,51.307089097384576,21.717325832056588,57.46235096849086,1003.9734268575821,48.16888544201381,0,4464190239525388
2026-01-01 00:15:00,1,49.44581242236919,23.372011299487276,59.38026907188624,1005.7969477442392,551.6658450763543,0,50907640895649273
2026-01-01 00:16:00,1,49.06334740956651,22.767183569230188,57.32451120585026,1006.0079811391804,412.3905636723606,0,38065355776593397
2026-01-01 00:17:00,1,44.12220396990461,21.02922995531826,64.35117402249924,1003.88983892451,913.8895267650415,0,84297526363004355
2026-01-01 00:18:00,1,50.11193005516708,20.94552194135056,62.45075384872961,1004.1769819367337,760.6134451822728,0,70153421626251776
2026-01-01 00:19:00,1,44.14708293315584,20.543281558941544,62.78369737145798,1005.195116293497,368.64654106346364,0,34019116596559299
2026-01-01 00:20:00,1,42.88463705848174,19.85420281957871,62.601113711716586,1003.4921345243464,390.4392007821038,0,36024550639489462
2026-01-01 00:21:00,1,49.70155450374584,20.612975927832426,57.02062811073917,1004.179738440201,987.3127505313937,0,91088122903757308
2026-01-01 00:22:00,1,44.25145928810253,21.89433789538937,58.1117300865697,1004.8256939733814,892.2710089772609,0,82327242194015684
2026-01-01 00:23:00,1,42.928121359694345,22.14112944834235,61.31517954887346,1004.1498464330364,881.3295051266552,0,81306867555362231
2026-01-01 00:24:00,1,48.191152102675964,20.7984546222769,60.89803539938194,1005.5482458864262,359.68689495004736,0,33174706656873964
2026-01-01 00:25:00,1,47.308628500607185,21.454071472478333,59.380120239039215,1005.3042362283296,580.9244012043348,0,53581631699532259
2026-01-01 00:26:00,1,45.561608605374744,22.582485450144475,55.36482873492035,1005.0491896634325,647.213480801705,0,59703701619605970
2026-01-01 00:27:00,1,43.62222954508079,24.11320215924974,55.797872747166316,1004.7772130515742,734.4953888166815,0,67760909951460798
2026-01-01 00:28:00,1,46.21215833926153,22.236580236670292,62.979175149082835,1003.1542851150369,85.00108358387659,0,7841853572378072
2026-01-01 00:29:00,1,43.798697045075166,22.92311865893815,62.01168414200819,1004.9635074497093,407.1952724646469,0,37572727423375808
2026-01-01 00:30:00,1,44.25400337923103,21.57366114015482,61.40431280090721,1004.9114918783505,603.4979610761102,0,55692676889035204
2026-01-01 00:31:00,1,44.08822144060694,20.06923055458162,64.95185165242174,1003.4416175571266,806.5325092395577,0,74410698491256259
2026-01-01 00:32:00,1,43.58977226540103,22.376320757980643,56.16585584330703,1004.495905846155,631.1289773921828,0,58225934386329021
