ts,node_id,soil_moisture,air_temp,air_humidity,pressure,light_lux,irrigation_alarm,packed
2026-01-01 00:00:00,1,40.5546049672915,15.413974269428266,72.50189380904831,1006.1079358395755,299.65467367452317,0,27650786258202014
2026-01-01 00:01:00,1,38.808818842476136,17.96004545711904,67.65452132502922,1007.4418039933552,513.5781212657464,0,47389276879377805
2026-01-01 00:02:00,1,41.29070129817405,17.772647781699042,70.92276826476316,1008.528225145683,846.561485357468,0,78105281026771366
2026-01-01 00:03:00,1,40.580333225234945,17.257072589027306,70.62558343205596,1006.65159625881,96.53091566061256,0,8932723889448351
2026-01-01 00:04:00,1,40.11217658461791,17.516337525936276,69.95060504983067,1007.1170398953301,220.3062070705597,0,20332479758906778
2026-01-01 00:05:00,1,36.70459738158073,16.817139737063236,72.6099219563475,1006.185323673218,483.0698355517516,0,44574471382534519
2026-01-01 00:06:00,1,43.41602657871006,14.851173123025706,72.06531774510208,1008.7128577888553,162.29859850231387,0,14984526114458044
2026-01-01 00:07:00,1,43.07757808727966,18.298410649368577,73.36636601221376,1005.4512230319225,427.5459632961101,0,39437520862112184
2026-01-01 00:08:00,1,42.070148382021905,18.779786355304044,72.7749226512416,1007.4011945180509,544.2081601481021,0,50204024608065966
2026-01-01 00:09:00,1,41.01111964992299,17.10496372141092,70.05868333838251,1008.4458946149758,27.20236589484959,0,2529247613590947
2026-01-01 00:10:00,1,46.91165142174239,17.77176434679571,69.0237825609881,1007.8616201688661,293.0232318194398,0,27052729168742879
2026-01-01 00:11:00,1,44.18010200522262,15.159181054583014,71.51873793268297,1004.4337254544696,323.54131753469886,0,29867326516895171
2026-01-01 00:12:00,1,38.75752998404426,16.68674214602392,72.48763491324081,1008.0885035022479,379.21056694163747,0,35004405924135308
2026-01-01 00:13:00,1,38.30507869570615,17.947629483957257,70.71763723889921,1004.9114901260895,414.9058373746872,0,38276412904231303
2026-01-01 00:14:00,1,36.97478075922561,18.08567507827469,70.33326895413475,1007.2760052608298,738.3997586209003,0,68112865653874042
2026-01-01 00:15:00,1,44.97142236653526,16.25828118652932,76.34523578419152,1006.3018353019546,661.4813267154414,0,61040764044338636
2026-01-01 00:16:00,1,44.12717921319002,16.954673927702125,72.03421354933809,1007.9194993676252,798.5856540990809,0,73672024396829123
2026-01-01 00:17:00,1,43.769756759055696,15.936464172620457,71.38875108901658,1008.1206996849053,346.23790945514645,0,31943367676809663
2026-01-01 00:18:00,1,42.42244125802548,17.823259112021667,74.39615540946728,1005.0096207351828,608.4421578050496,0,56114893927926193
2026-01-01 00:19:00,1,46.43978326351931,17.880812461605952,71.8969996243809,1006.1393391431411,489.26616699485913,0,45137419173809627
2026-01-01 00:20:00,1,44.39525001483877,19.304209805730927,68.70475441917267,1006.7698093316037,110.58314779616107,0,10199365537705414
2026-01-01 00:21:00,1,45.80010781594898,16.042469931836713,68.09084730755418,1006.6540555217134,285.60373391090235,0,26348988018873812
2026-01-01 00:22:00,1,38.652993987527125,20.045385348063462,67.78523673722765,1007.7856196271623,870.1458933690016,0,80286679816953227
2026-01-01 00:23:00,1,40.59168485344975,18.21530766218412,74.21294769004977,1007.9283338860644,31.247562265261596,0,2881067802355103
2026-01-01 00:24:00,1,40.09056411490434,18.272960093640968,74.16388670675765,1005.588306197907,52.22272738416023,0,4816105185929626
2026-01-01 00:25:00,1,40.02291888267039,19.16640449966877,71.71431315840607,1007.116641646225,432.3890954448474,0,39894990678073753
2026-01-01 00:26:00,1,45.610116073119684,16.06455401810418,72.3172651820228,1007.4797281014893,448.01471652408964,0,41337567126116818
